"artist.familiarity","artist.hotttnesss","artist.latitude","artist.location","artist.longitude","artist.name","artist.similar","artist.terms","release.name","song.artist_mbtags","song.artist_mbtags_count","song.bars_confidence","song.bars_start","song.beats_confidence","song.beats_start","song.duration","song.end_of_fade_in","song.hotttnesss","song.key","song.key_confidence","song.loudness","song.mode","song.mode_confidence","song.start_of_fade_out","song.tatums_confidence","song.tatums_start","song.tempo","song.time_signature","song.time_signature_confidence","song.title","song.year"
0.495559652,0.349192218,0,0,0,"Schizoid",0,"breakcore",0,0,0,0.104,0.94655,0.141,0.35387,275.40853,0,-1,9,0.376,-2.119,1,0.334,272.556,0.826,0.35387,102.408,4,0.395,0,0
0.428375417,0.317833879,31.84666,0,-91.657,"Sonny Simmons",0,"free jazz",0,0,0,0.99,10.84083,0,1.34066,443.24526,0.23,0.270775999,1,0,-13.002,1,0.051,430.736,0.703,0.33736,45.527,4,0,0,0
0.545110951,0.345751247,0,0,0,"Mira",0,"shoegaze",0,0,0,0.159,1.66153,0.848,0.96449,177.81506,0.554,-1,4,0.695,-12.004,1,0.673,167.48,0.859,0.61541,85.621,4,0.612,0,2006
0.483339422,0.277561738,0,0,0,"Citizen Kaned",0,"chill-out",0,0,0,0.148,1.59705,0,0.49298,385.33179,3.048,-1,8,0.822,-8.37,0,0.503,382.647,0.168,0.07835,108.061,4,1,0,2000
0.559278494,0.432011947,0,0,0,"The Brooklyn Tabernacle Choir",0,"gospel",0,0,0,0.233,0.95031,0,0.38454,324.44036,0,0.405115722,7,0.558,-11.829,1,0.718,312.239,0,0.38454,216.195,5,1,0,1995
0.438887475,0.325148571,36.16778,0,-86.77836,"Ellen McIlwaine",0,"blues-rock",0,0,1,0.093,0.8598,0.616,0.41287,275.12118,0.34,0.242741879,7,0.699,-6.29,1,0.527,272.933,0.741,0.41287,132.428,4,0.281,0,0
0.57810363,0.414892612,37.77916,0,-122.42005,"Vince Guaraldi / Bola Sete",0,"latin jazz",0,0,0,0.079,0.15435,0,0.15435,294.66077,0.864,0.386790177,5,0.238,-15.761,0,0.07,282.564,0.513,0.15435,168.307,4,0,0,0
0.502453177,0.391585329,0,0,0,"Maurice Chevalier",0,"chanson",0,0,1,0.045,0.56594,0.662,0.14386,193.20118,0.497,-1,0,0.371,-27.433,1,0.484,190.003,0.21,0.14386,140.956,7,0.866,0,0
0.541975108,0.384184259,0,0,0,"Carl Cox Vs Yousef",0,"tech house",0,0,1,0.053,0.6235,1,0.16237,357.82485,0.131,0.511254835,1,0.485,-5.701,1,0.427,353.785,1,0.16237,130.016,5,1,0,1991
0.683719468,0.412671631,0,0,0,"Organized Konfusion",0,"hip hop",0,0,1,0.005,0.41054,1,0.0684,198.3473,0.201,0.460484845,11,0.306,-8.709,0,0.22,182.184,0.603,0.0684,175.769,4,0.7,0,1997
0.567278871,0.405178359,37.77916,0,-122.42005,"Hot Tuna",0,"blues-rock",0,0,1,1,0.18671,1,0.18671,239.59465,0.31,-1,0,0.601,-9.275,1,0.563,231.3,0.551,0.18671,172.398,1,0,0,1971
0.513829587,0.343185045,40.71455,0,-74.00712,"Rory Block",0,"delta blues",0,0,1,0.836,0.63247,0.836,0.63247,266.05669,0.23,0,1,0.936,-13.836,1,0.763,256.064,0.809,0.26631,90.101,1,0,0,0
0.454668191,0,35.4948,0,-85.01235,"Howard Armstrong",0,"piedmont blues",0,0,0,0.026,0.97322,0.469,0.49835,198.922,0.228,0.333554807,9,0,-13.495,0,0.094,190.705,0.5,0.26092,126.821,4,0,0,0
0.342440144,0.281284216,0,0,0,"DJ X-Change featuring DJ Joey A",0,"ghetto tech",0,0,0,0.01,1.01631,0,0.21294,184.31955,0.798,-1,6,0,-5.58,0,0,178.503,0.696,0.21294,150.012,4,0,0,0
0.49825931,0.33406579,38.8991,0,-77.029,"Morel",0,"dance pop",0,0,0,0.006,0.60781,0.917,0.05514,311.40526,0,-1,10,0.685,-4.313,1,0.611,300.118,1,0.05514,108.367,4,0.36,0,0
0.624723768,0.403509673,32.77942,0,-91.56123,"Tony Joe White",0,"country rock",0,0,1,0.059,0.44814,0,0.09927,162.53342,0.524,0.374796837,2,0.243,-17.285,1,0.297,151.551,0.378,0.09927,173.482,4,0.804,0,0
0.42562724,0,0,0,0,"Thomas Battenstein",0,"guitar",0,0,0,0.263,1.11556,0,0.44532,205.58322,0.612,-1,9,0.825,-16.056,0,0.836,182.323,0,0.11215,97.976,3,1,0,0
0.662649695,0.363177861,0,0,0,"Jupiter Rising",0,"pop rap",0,0,0,0.058,0.62823,0.535,0.62823,193.4624,2.717,0.215080319,0,0.373,-5.913,0,0.548,184.274,0.218,0.62823,119.979,4,1,0,2007
0.491921881,0.345809443,0,0,0,"Dharma Bums",0,"progressive house",0,0,0,0.512,0.95881,0.512,0.95881,127.4771,2.148,-1,6,0.81,-5.541,1,0.864,118.195,0.086,0.76143,156.968,1,0,0,0
0.594779904,0.318902078,0,0,0,"Saafir",0,"hip hop",0,0,0,0.026,0.61434,0.768,0.29768,234.762,0.101,-1,5,0.172,-6.019,1,0.026,227.84,0.578,0.13935,188.886,4,1,0,1999
0.70334944,0.498395338,42.73383,0,-84.59334,"The Verve Pipe",0,"post-grunge",0,0,0,0.016,0.65257,0,0.20769,292.8322,3.344,0.466304831,9,0.295,-4.953,1,0.196,273.589,0.105,0.20769,133.306,4,0.338,0,2001
0.434272038,0.301502462,40.71455,0,-74.00712,"Bob Neuwirth",0,"singer-songwriter",0,0,1,0.178,0.92398,0.618,0.92398,241.10975,2.659,0.480610618,4,0.965,-18.114,1,0.744,230.429,0.618,0.92398,152.267,3,1,0,1990
0.661001337,0.446890727,54.31392,0,-2.23218,"Maxi Priest",0,"lovers rock",0,0,0,0,0.03212,0,0.03212,301.81832,2.566,0.345802234,10,0.683,-8.095,0,0.549,289.332,0.124,0.03212,61.971,1,0.397,0,1991
0.833178561,0.682263177,0,0,0,"Shakira Featuring Wyclef Jean",0,"dance pop",0,0,1,0.497,0.71063,1,0.10911,217.36444,0.224,0.73738531,10,0.805,-5.152,0,0.688,212.161,0.538,0.10911,100.023,4,0.937,0,0
0.574973901,0.42251494,0,0,0,"The Avengers",0,"rock",0,0,1,0,0.21429,0,0.21429,122.72281,4.418,-1,10,0,-9.965,1,0.149,117.034,0,0.05795,192.688,4,0.671,0,0
0.378013152,0.339408486,0,0,0,"Brazilian Tropical Orchestra",0,"bossa nova",0,0,0,0.108,0.55637,0.787,0.2978,192.44363,0.485,0,5,0.084,-10.229,1,0.405,178.66,0.787,0.2978,236.006,4,0.761,0,0
0.441593442,0.382869956,52.1082,0,5.32986,"Gil Semedo",0,"zouk",0,0,0,0.097,0.94607,0.357,0.15349,285.36118,0,0.392008772,11,0.321,-6.284,1,0.421,274.715,0.688,0.15349,150.666,5,1,0,0
0.471577282,0.3370893,35.30914,0,-98.52102,"Dolce; Oscar G.",0,"folk-pop",0,0,0,0.028,0.64665,0.855,0.17678,525.16526,0.148,-1,11,0.386,-5.602,0,0.417,513.724,0.912,0.17678,127.278,4,0.22,0,0
0.737972528,0.555968804,0,0,0,"Toni Braxton Featuring Shaggy",0,"dance pop",0,0,1,0.047,0.28332,0.669,0.28332,219.01016,0.235,-1,0,0.782,-5.21,1,0.662,203.233,0.863,0.0827,149.94,4,0.128,0,2001
0.530605798,0.350327605,0,0,0,"Perrey And Kingsley",0,"easy listening",0,0,1,0.477,0.20197,0.868,0.20197,127.9473,0.165,0.444401715,0,0.655,-12.717,1,0.525,123.222,0.485,0.20197,135.78,4,0.087,0,2001
0.480047819,0.306603641,0,0,0,"Sven Tasnadi",0,"tech house",0,0,0,0.009,1.15604,0.833,0.29463,570.90567,0.15,-1,7,0.792,-12.28,1,0.646,538.372,0.622,0.08551,122.967,4,1,0,0
0.593416049,0.395709548,50.45663,0,4.87137,"Enthroned",0,"black metal",0,0,0,0.137,0.89888,0.279,0.48245,240.74404,0,0.543052864,2,0.735,-4.878,0,0.838,240.744,0.378,0.48245,135.535,7,0.583,0,2010
0.631946666,0.380704536,37.77916,0,-122.42005,"Suzanne Ciani",0,"meditation",0,0,1,0.322,0.1659,1,0.1659,192.20853,0.357,0.608500079,2,0.523,-23.988,1,0.537,183.229,0.511,0.1659,139.189,3,0.418,0,1989
0.20107756,0,0,0,0,"Milan Band",0,"serialism",0,0,0,0.028,1.8618,0.706,0.05108,152.0322,0.479,-1,8,0.656,-9.414,1,0.393,143.871,0.555,0.05108,128.598,5,0.197,0,0
0.605874049,0.433945514,36.69094,0,-6.13487,"Kiril Valeri",0,"flamenco",0,0,0,0.198,1.1645,0.603,0.5406,306.72934,0,0.270775999,11,0,-6.929,1,0.232,276.149,0.338,0.22825,96.007,4,0.906,0,0
0.638880206,0.246340714,0,0,0,"Word",0,"blues-rock",0,0,0,0.002,0.33922,0.478,0.33922,229.51138,3.233,-1,9,0.457,-4.198,1,0.398,222.285,0.149,0.17961,187.807,4,0.381,0,0
0.712098902,0.413393911,0,0,0,"DJ Quik",0,"gangster rap",0,0,0,0.512,0.23293,0.058,0.23293,205.58322,0,-1,7,0.025,-6.998,0,0.312,202.931,0.759,0.23293,181.115,4,0.701,0,1991
0.622829997,0.426944256,0,0,0,"2-4 Grooves feat. Reki D.",0,"vocal house",0,0,0,0.041,1.15739,0.72,0.69791,203.83302,2.067,-1,4,0.648,-7.661,0,0.629,195.117,0.301,0.69791,126.941,4,1,0,2009
0.382308283,0.283562596,37.20897,0,-93.29156,"The Jordanaires",0,"country gospel",0,0,0,0.338,0.95034,0.932,0.55728,176.50893,0.497,-1,5,0.526,-17.308,1,0.595,165.535,0.932,0.55728,159.582,3,1,0,0
0.075124762,0.370194701,34.01156,0,-118.49229,"Shelley Fabares",0,"brill building pop",0,0,0,0.121,1.79615,0.866,0.56961,143.0722,0.32,0,0,0.675,-15.351,1,0.353,133.724,0.473,0.26777,99.408,4,1,0,0
0.312415123,0.250601286,52.88356,0,-1.97406,"Norrie Paramor",0,"easy listening",0,0,1,0.147,0.93377,0.982,0.20126,163.49995,2.171,0,9,0.753,-25.694,1,0.629,156.212,0.23,0.20126,79.731,4,0.897,0,0
0.567814264,0.376688631,38.43773,0,-122.71242,"Diesel Boy",0,"pop rock",0,0,1,0.849,0.30566,0.849,0.30566,124.15955,0.38,0.405652196,11,0.724,-4.793,1,0.583,122.015,0.12,0.10118,133.729,1,0.046,0,1998
0.479695608,0.220050765,40.71455,0,-74.00712,"Ladybug",0,"dancehall",0,0,0,0.101,0.84998,0.809,0.37847,341.36771,0,-1,10,0.432,-9.632,1,0.304,324.679,0.638,0.1433,126.95,4,0.575,0,0
0.463087254,0.327858925,0,0,0,"Bandido",0,"hard house",0,0,0,1,0.12319,1,0.12319,333.13914,0,-1,6,0.598,-5.671,1,0.532,317.719,0,0.12319,144.812,1,0.091,0,0
0.515611096,0,0,0,0,"Brixx",0,"rap",0,0,0,0.011,0.74492,0.576,0.30222,349.12608,0,-1,11,0.7,-11.708,0,0.319,338.506,0.332,0.08142,138.003,4,0,0,0
0.352212817,0.297949266,0,0,0,"Susana Seivane",0,"gaita",0,0,0,0.018,0.57605,0.815,0.15761,350.71955,0.519,0,10,0.881,-13.038,1,0.901,334.17,0.477,0.15761,152.013,4,1,0,2010
0.385143351,0.272190152,42.17963,0,-72.92483,"Leland Martin",0,"honky tonk",0,0,0,0.018,0.44875,0.934,0.07709,175.62077,0.148,-1,4,0.852,-10.647,1,0.743,167.358,0,0.07709,159.968,4,0.415,0,0
0.682045692,0.373464228,0,0,0,"Test Icicles",0,"grime",0,0,1,0.904,1.65865,0.607,0.20148,190.24934,0,0.543052864,4,0.441,-4.172,0,0.326,185.289,0.479,0.20148,75.031,4,1,0,2005
0.450852685,0.33238987,30.38815,0,-96.0878,"Mance Lipscomb",0,"texas blues",0,0,0,0.383,0.80806,0.383,0.80806,187.53261,0,0.350979506,11,0.681,-23.527,1,0.541,180.355,0.145,0.40014,97.981,1,0,0,2000
0.424278927,0.295470991,0,0,0,"FlA!vio JosA(c)",0,"brazil",0,0,0,0.242,0.1805,0.737,0.1805,252.02893,0.149,0,3,0.372,-8.639,1,0.467,252.029,0.849,0.1805,168.323,4,0.484,0,0
0.602555589,0.389535576,0,0,0,"Moss",0,"future jazz",0,0,0,0.432,1.64757,0.153,0.3732,329.35138,0,0.570850642,2,0.144,-7.672,1,0.287,316.883,0.296,0.05381,111.079,4,0.599,0,2009
0.385417447,0.312131222,0,0,0,"Pery Ribeiro",0,"bossa nova",0,0,0,0.149,0.89743,0.299,0.4445,180.00934,0.258,0,0,0.097,-13.668,1,0.325,171.648,0,0.21804,133.009,4,0.682,0,0
0.539181188,0.276702625,44.11559,0,-120.51484,"Soular",0,"breakbeat",0,0,0,0.127,4.45323,0,2.817,244.45342,0,0.235846203,6,0.516,-6.885,1,0.59,227.794,0.243,2.67534,146.577,5,1,0,0
0.464481282,0,0,0,0,"Pascal Sangla",0,"french pop",0,0,0,0.151,0.57581,0.981,0.57581,243.1473,0.525,0,9,0.847,-14.737,1,0.639,235.886,0.851,0.57581,93.238,4,0.521,0,2010
0.681598553,0.537537201,0,0,0,"The B-52's",0,"dance rock",0,0,1,0.555,0.45372,0,0.45372,261.74649,3.489,0.714046553,0,0.427,-9.628,1,0.398,250.921,0.386,0.20062,124.086,4,0.366,0,1986
0.336970428,0,0,0,0,"Dakis",0,"greek",0,0,0,0.908,0.18093,0.908,0.18093,172.25098,0.449,-1,2,0.558,-8.46,0,0.54,165.727,1,0.18093,66.765,1,0.805,0,0
0.332330882,0,0,0,0,"Deekline & Wizard",0,"breakbeat",0,0,0,0.105,1.69231,0.558,0.3668,271.77751,0,0.319565987,0,0.674,-6.947,1,0.556,267.761,1,0.14552,90.648,3,1,0,2004
0.349012002,0,44.41033,0,8.93889,"Daniela DessA!",0,"opera",0,0,0,0.87,0.5637,0.764,0.13425,330.65751,0.229,-1,2,0.706,-12.279,0,0.629,324.261,0.243,0.13425,140.334,4,0.103,0,0
0.392570166,0.313989733,0,0,0,"DJ Dips",0,"turnablism",0,0,0,0.043,0.16804,0.744,0.16804,240.3522,0.132,-1,1,0.611,-6.248,1,0.544,233.465,0.837,0.16804,86.689,3,0.859,0,0
